id,text,isAd,isMuted,webVideoUrl,diggCount,shareCount,playCount,collectCount,commentCount,isSlideshow,isPinned,isSponsored,input,year,month,day,hour,minute,second
7425585230628654369,If your a lotus lover😍🤎 Full recipe below (12 cupcakes)  Dry Ingredients: - 134g light brown sugar - 30g biscoff cookie crumbs - 110g sifted plain flour - 1/2 tsp salt - 1/2 tsp baking powder - 1/2 tsp baking soda Wet Ingredients:  - 48g vegtable oil - 125g milk  - 2 eggs Lotus biscoff buttercream: - 260g sifted icing sugar - 227g room temp unsalted butter - 60g double cream - 125g lotus biscoff spread Enjoy 🤎  #foryoupage #fyp #biscoffcake #biscoffcupcakes #bakingrecipe #bakingtiktok #cupcakes ,False,False,https://www.tiktok.com/@connimaex/video/7425585230628654369,68,3,978,8,2,False,False,False,cupcakeslovers,2024,10,14,06,03,26
7425950212197223688,best combo box for you'r love one's for order or details DM or contact whatsApp  📍only for lahore  👉for order customized cakes cupcakes fudge  . . . .  . . . . . . #bentocake #bentocake #bentoboxlunch #bentoboxideas #bentohinoto #bentobox #bentoxbensu #chocolate #chocolatelover #chocolatecake #chocolaterecipe #cake #cakedecorating #cakes #cakevideo #cakedesign #creamcake #freshcake #homemad #homemadecake #custom #customized #customizecake #lahore #lahorepakistan #lahorecakes ,False,False,https://www.tiktok.com/@bakedbynishyy/video/7425950212197223688,1,0,331,0,1,False,False,False,cupcakeslovers,2024,10,15,05,39,32
7425765873199123742,@SprinklesChocolates are officially a staple in my pantry. 🍫🧁 Grab yours today!! The chocolate bars are available at Walmart & the cupcake cups are available at Target! #sprinkleschocolate #cupcakecups #chocoholic ,False,False,https://www.tiktok.com/@stas.sahm/video/7425765873199123742,14,0,77,3,5,False,False,True,cupcakeslovers,2024,10,15,06,31,27
7417558148531227946,"Just whipped up these cinnamon apple pie filling cupcakes, and they’re topped with the dreamiest Cinnamon Toast Crunch cream 🧁🍎✨ The perfect fall bite—warm, cozy, and packed with all the right flavors. Not gonna lie, these are dangerously good. Who’s grabbing one? 🥰🍂 #FallBakes #CupcakeHeaven #CinnamonDream #ApplePieVibes #SweetTreats #DessertGoals #CozyEats #CinnamonLovers #FallFlavors #BakingJoy #CupcakeLove #EasyDesserts #FallSweets #YumInEveryBite #SeasonalBakes #AppleGoodness #TreatYourself #BakingInspo #FallFavorites #DessertTime",False,False,https://www.tiktok.com/@inthekitchenwithmomma/video/7417558148531227946,33,1,587,10,13,False,False,False,cupcakeslovers,2024,09,22,14,54,05
7406061050585517342,#StrawberryCrunch   #BananaCrunch   #StrawberryBanana   #CrunchyCupcakes   #StrawberryLovers   #BananaLovers   #CupcakeHeaven   #DessertInspo   #BakingFun   #CupcakeLove   #FYP   #ViralDesserts   #SweetTreats   #DessertGoals   #HomemadeGoodness   #BakersOfInstagram   #CupcakeGoals   #FoodieFavorites   #DessertLovers   #BakingCommunity   #StrawberryGoodness   #BananaDelight   #YummyCupcakes   #ViralBakes   #FYPChallenge   #dessertinspiration #famous ,False,False,https://www.tiktok.com/@sweettreatsjrk/video/7406061050585517342,20,1,287,1,0,False,False,False,cupcakeslovers,2024,08,22,15,19,41
7425932724256378117,#baking #cake #homemade #food #dessert #foodie #foodporn #yummy #instafood #chocolate #bakery #cakes #foodphotography #delicious #cookies #cakedecorating #cooking #cupcakes #cakesofinstagram #baker #sweet #pastry #birthdaycake #bake #love #bread #cakestagram #foodstagram #desserts #bakersofinstagram #bakinglove #homebaker #instacake #foodblogger #instagood #cakedesign #birthday #chocolatecake #sweets #homebaking #buttercream #cakeart #tasty #bakingfromscratch #sourdough #brownies #foodlover #yum #backen #sweettooth #bakingtime #patisserie #chef #bhfyp #breakfast #vegan #cupcake #cheesecake #recipe #vegan #veganrecipes #veganfood #vegano #veganrecipe ,False,False,https://www.tiktok.com/@snookums275/video/7425932724256378117,3,0,3,0,1,False,False,False,cupcakeslovers,2024,10,15,04,31,47
7425966923764043040,#cake #birthdaycake #cakedecorating #cakes #cakedesign #cakesofinstagram #chocolate #food #dessert #birthday #cakeart #baking #bakery #homemade #instafood #cakestagram #cupcakes #foodporn #yummy #love #instacake #foodie #chocolatecake #sweet #delicious #pastry #cakelover #foodphotography #instagood #buttercream ,False,False,https://www.tiktok.com/@cakeboutiquebyhaseema/video/7425966923764043040,2,0,38,0,0,False,False,False,cupcakeslovers,2024,10,15,06,44,30
7342273684175949099,Oreo lovers stand up 😂🫶🏽 #foryou #fyp #food #bakingrecipe #oreolover #oreocupcakes #bakewithme #foodie #bakingtiktok #viral ,False,False,https://www.tiktok.com/@amberjoy99/video/7342273684175949099,880,20,23500,170,12,False,False,False,cupcakeslovers,2024,03,03,17,52,15
7425572082500553991,"""An exquisite cake fit for a celebration, where every bite is a taste of elegance. 🎂✨  Dm/Whatsapp for orders. #AnniversaryCake #LoveAndCake #celebrationcakes #cakestyle #celebration #customizedcakesandcupcakes #customerreview #cakes #customerreviews #customizecake #lovecakedesign #customizedcupcakes #brownies #fudgebrownies #CakeLover #delicious  #DollCake #celebratetogether   #CupcakeCravings #sweettreats  #DelicateDelights #CakePerfection """,False,False,https://www.tiktok.com/@cakesbyalzah/video/7425572082500553991,12,0,373,0,1,False,False,False,cupcakeslovers,2024,10,14,05,12,12
7425806227214552363,Ily and these cupcakes 😏😏 @😔🫶Tearsinmylat!naeyes😭😔 #shorts #tiktok #baking #sign #relatable #funny #foryou #tiktoktok #baketok #real #hellokitty #hellokittylover #fy #fyp #fypシ #cupcakes #cupcake #muffins #bestie #besties #bestiegoals #life ,False,False,https://www.tiktok.com/@h3ll0k1tty._.x0x/video/7425806227214552363,5,1,20,0,1,False,False,False,cupcakeslovers,2024,10,14,20,20,48
7423761770122087722,Tear away ghost dessert for your athenas party! Www.athenashn.com #athenas #halloween #party #dessert #halloweenparty #spookyseason #halloweentreats #trickortreat #halloweenlover #cupcakes #october ,False,False,https://www.tiktok.com/@she_e_ohhh/video/7423761770122087722,1004,62,32900,137,73,False,False,False,cupcakeslovers,2024,10,09,08,07,20
7425742795924638981,Deliciosos muffins y cupcakes diferentes sabores... Consulta por nuestra carta de sabores al DM📲📲 #porcionesdepasteles #cupcakes #muffins#pedidos #limaperu #peru🇵🇪 #pasteleria #chocolatelover,False,False,https://www.tiktok.com/@manjarycanela/video/7425742795924638981,5,0,548,0,0,False,False,False,cupcakeslovers,2024,10,14,16,14,46
7422405347622554922,Number 3 Hello kitty theme cupcake cake 🧁!! #hellokittythemedcake #hellokittylover #hellokittythemeparty #cupcakecakeideas #pinkandwhitecake #fyp #pinkandwhitecake ,False,False,https://www.tiktok.com/@celestial.pastriezz/video/7422405347622554922,25,2,317,1,3,False,False,False,cupcakeslovers,2024,10,05,16,23,39
7417311751668010282,Introducing our rich and decadent Mocha Espresso Cupcakes! ☕🧁 Each bite is filled with velvety ganache and topped with whipped ganache icing. The perfect pick-me-up for any sweet tooth! 🤎  #blissfulbakehaven #cupcaketok  #mochaespresso  #coffeelover  #ganachegoodness  #whippedganache #ganache  #cupcakeheaven  #espressolover #expresso  #bakinginspiration #viraltiktok #trendingvideo #viral #trending  #satisfyingsweets  #dessertinspo  #foodiefaves  #viralrecipe  #fyp  #bakersoftiktok #bakewithme  #cupcakecraftmenship  #SweetTreats #dessertlover #instabakes #yuminthetum #viralbakes #baked  #caffeinefix #coffeetiktok #coffee #fft #foodforthought  #bakersgonnabake #droolworthy #whipit #bakeittillyoumakeit #homemadegoodness #tiktokeats #trendingnow ##treatyourself #foodporn ,False,False,https://www.tiktok.com/@blissful.bake.hav/video/7417311751668010282,3,1,628,0,0,False,False,False,cupcakeslovers,2024,09,21,22,57,53
7425744616940522794,Meet Cupcake! 🧁 #fyppppppppppppppppppppppp #cupcakesss#puppylover #puppytiktoklife ,False,False,https://www.tiktok.com/@heyyy_itsbianca/video/7425744616940522794,8,0,241,0,0,False,False,False,cupcakeslovers,2024,10,14,16,21,43
7253978521125670150,Cupcakes ✨lover✨ 💘 #adayinmylife #pasteleria #cupcakes #loverts #taylorswift #pueblacity #butermx #fyp ,False,False,https://www.tiktok.com/@karlaanino/video/7253978521125670150,11400,47,102600,251,70,False,False,False,cupcakeslovers,2023,07,09,19,21,33
7372092586263072006,"Cupcake Padimas, cocok untuk segala suasana! Jadikan Cupcake Padimas Momen Spesialmu #cupcakepadimas #jajananjadul#foodlover",False,False,https://www.tiktok.com/@padimas.id/video/7372092586263072006,2100,86,84700,101,56,False,False,False,cupcakeslovers,2024,05,23,02,24,25
7395032290486684933,#greenscreen she lowkey double jointed or something #fyp #flinstones #chennedycarter #WNBA #basketball #sport #sports #tiktok #viral #finger #weird #meme #funny #womensports ,False,False,https://www.tiktok.com/@cupcakelover69guawk420/video/7395032290486684933,54700,21100,2400000,5567,739,False,False,False,cupcakeslovers,2024,07,23,22,02,13
7084342109678947590,que otros tips te gustaría saber???#lovecupcakes #bakemydaypuebla #pastelespuebla #homebaker,False,False,https://www.tiktok.com/@bakemydaybypitaramirez/video/7084342109678947590,64300,1766,1400000,13900,234,False,False,False,cupcakeslovers,2022,04,08,16,05,34
7420157328302820641,#cakes #cupcake #sweets #cakemaker #bakingrecipe #bakerylife #cakeart #cakevideo #cakelover #cakeinspiration #cakedecorating #londoncakemaker #ukcakemaker #peterboroughcakesanddesserts #peterboroughcakes ,False,False,https://www.tiktok.com/@mcakes00/video/7420157328302820641,20,0,825,0,1,False,False,False,cupcakeslovers,2024,09,29,15,00,14
7343453519988428037,"Cupcake de chocolate, postre delicioso, ideal para compartir con la familia. Son esponjosos, suaves, rellenitos y con una cubierta cremosita.😋 #recetas #chocolate #recetasfaciles #chocolatelover #postres #postresdeliciosos #reposteria #postresdesdecasa #pasteleria ",False,False,https://www.tiktok.com/@reposteria_dulcesm/video/7343453519988428037,5033,201,498500,401,12,False,False,False,cupcakeslovers,2024,03,06,22,10,13
7392641463353494790,¡Descubre cómo tejer un adorable cupcake amigurumi! 🧁✨ Aprende paso a paso con nuestro tutorial en YouTube. ¡No te lo pierdas! 🔗 Link en el perfil. #Amigurumi #Crochet #CupcakeAmigurumi #Tejer #HechoAMano #DIY #CrochetAddict #Yarn #Tejido #Manualidades #TejidoCreativo #CrochetLove #CrochetInspiration #AmigurumiAddict #HechoConAmor #TejidoArtesanal #Crocheter #AmigurumiLovers #CrochetCommunity #Handmade #YarnAddict #Crafting #AmigurumiLover #CrochetOfInstagram #Crocheting #CupcakeCrochet #CuteCrochet #TejidoConGanchillo #CrochetPatterns #KawaiiCrochet,False,False,https://www.tiktok.com/@bonitodiacrochet/video/7392641463353494790,2502,305,43600,1010,0,False,False,False,cupcakeslovers,2024,07,17,11,24,35
7425914620725972229,#baking #cake #homemade #food #dessert #foodie #foodporn #yummy #instafood #chocolate #bakery #cakes #foodphotography #delicious #cookies #cakedecorating #cooking #cupcakes #cakesofinstagram #baker #sweet #pastry #birthdaycake #bake #love #bread #cakestagram #foodstagram #desserts #bakersofinstagram #bakinglove #homebaker #instacake #foodblogger #instagood #cakedesign #birthday #chocolatecake #sweets #homebaking #buttercream #cakeart #tasty #bakingfromscratch #sourdough #brownies #foodlover #yum #backen #sweettooth #bakingtime #patisserie #chef #bhfyp #breakfast #vegan #cupcake #cheesecake #recipe #vegan #veganrecipes #veganfood #vegano #veganrecipe ,False,False,https://www.tiktok.com/@snookums275/video/7425914620725972229,3,0,3,0,0,False,False,False,cupcakeslovers,2024,10,15,03,21,33
