height,width,duration,coverUrl,originalCoverUrl,definition,format,subtitleLinks
1024,576,16,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-euttp/ocEwQPefX4dIcTERz4Mm3DFFscPD7hQDAM33iB?lk3s=b59d6b55&x-expires=1729166400&x-signature=AEIdTo7Ss1urcRxzVgpOlIWgcEQ%3D&shp=b59d6b55&shcp=-,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-euttp/ocEwQPefX4dIcTERz4Mm3DFFscPD7hQDAM33iB?lk3s=b59d6b55&x-expires=1729166400&x-signature=AEIdTo7Ss1urcRxzVgpOlIWgcEQ%3D&shp=b59d6b55&shcp=-,540p,mp4,
1024,576,10,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-euttp/oUrHGeZNIIMegObXrCOgLETcQOjGAF4wQGdfWe?lk3s=b59d6b55&x-expires=1729166400&x-signature=6L85LQ%2FoaY9cPs9ZyJCvMtOJieU%3D&shp=b59d6b55&shcp=-,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-euttp/oUrHGeZNIIMegObXrCOgLETcQOjGAF4wQGdfWe?lk3s=b59d6b55&x-expires=1729166400&x-signature=6L85LQ%2FoaY9cPs9ZyJCvMtOJieU%3D&shp=b59d6b55&shcp=-,540p,mp4,
1024,576,175,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/ooQ6sywfPAEiyRrXBBIyXoAD0iAoiCHgdrLI0w~tplv-dmt-logom:tos-alisg-i-0068/oUE2mCEgQDAiGiW0DXRmxffYAlBWBCAIdAoly6.image?lk3s=b59d6b55&x-expires=1729166400&x-signature=ZJ8qKfEAfaddFA237r0nZlzdVbI%3D&shp=b59d6b55&shcp=-,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/ooQ6sywfPAEiyRrXBBIyXoAD0iAoiCHgdrLI0w~tplv-dmt-logom:tos-alisg-i-0068/oUE2mCEgQDAiGiW0DXRmxffYAlBWBCAIdAoly6.image?lk3s=b59d6b55&x-expires=1729166400&x-signature=ZJ8qKfEAfaddFA237r0nZlzdVbI%3D&shp=b59d6b55&shcp=-,540p,mp4,
1024,576,13,https://p16-pu-sign-useast8.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/99892ca9edb54d3cb0061521973e7aa9_1719868924?lk3s=b59d6b55&x-expires=1729166400&x-signature=1p3V0j4SaF7x2LIR2ErIAMrT80Y%3D&shp=b59d6b55&shcp=-,https://p16-pu-sign-useast8.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/99892ca9edb54d3cb0061521973e7aa9_1719868924?lk3s=b59d6b55&x-expires=1729166400&x-signature=1p3V0j4SaF7x2LIR2ErIAMrT80Y%3D&shp=b59d6b55&shcp=-,540p,mp4,
1024,576,26,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/957e67f04ebf4a5a856ee426215b452c_1667391271?lk3s=b59d6b55&x-expires=1729166400&x-signature=oMCG5sGwY%2BjNqceGufT1J4MVB8Q%3D&shp=b59d6b55&shcp=-,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/957e67f04ebf4a5a856ee426215b452c_1667391271?lk3s=b59d6b55&x-expires=1729166400&x-signature=oMCG5sGwY%2BjNqceGufT1J4MVB8Q%3D&shp=b59d6b55&shcp=-,540p,mp4,
1024,576,5,https://p16-sign.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/8a99f586e7a1452da00b2cbc0d278a29_1709726248?lk3s=b59d6b55&x-expires=1729166400&x-signature=ho8nWdUZ5AiqeJW4If%2FZ4UZnfnY%3D&shp=b59d6b55&shcp=-,https://p16-sign.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/8a99f586e7a1452da00b2cbc0d278a29_1709726248?lk3s=b59d6b55&x-expires=1729166400&x-signature=ho8nWdUZ5AiqeJW4If%2FZ4UZnfnY%3D&shp=b59d6b55&shcp=-,540p,mp4,"[{'language': 'rus-RU', 'downloadLink': 'https://api.apify.com/v2/key-value-stores/TMfhQUa3R7VAgQufF/records/subtitle-lancasterc-20240306115725-7343218253847629099-rus-RU', 'tiktokLink': 'https://v16m-webapp.tiktokcdn-us.com/f6c9d6a14718b321c2824b3197afcfaf/6710fd70/video/tos/useast5/tos-useast5-v-0068-tx/cd76c23aaa654cb2af4112c1fb06652c/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=14360&bt=7180&ds=4&ft=4KLMeMzm8Zmo0u9Vzb4jVllLdpWrKsd.&mime_type=video_mp4&qs=13&rc=Mzo7bXc5cjQ4cTMzZzczNEBpMzo7bXc5cjQ4cTMzZzczNEA1bG5lMmRjZ2hgLS1kMS9zYSM1bG5lMmRjZ2hgLS1kMS9zcw%3D%3D&l=202410151204587CA043A66F338904D9AB&btag=e00048000'}, {'language': 'kor-KR', 'downloadLink': 'https://api.apify.com/v2/key-value-stores/TMfhQUa3R7VAgQufF/records/subtitle-lancasterc-20240306115725-7343218253847629099-kor-KR', 'tiktokLink': 'https://v16m-webapp.tiktokcdn-us.com/39e64a249095d3a505c5cb63b5a382c7/6710fd70/video/tos/useast5/tos-useast5-v-0068-tx/089eab5256ee4ffd93e61c0e5b426d41/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=14360&bt=7180&ds=4&ft=4KLMeMzm8Zmo0u9Vzb4jVllLdpWrKsd.&mime_type=video_mp4&qs=13&rc=Mzo7bXc5cjQ4cTMzZzczNEBpMzo7bXc5cjQ4cTMzZzczNEA1bG5lMmRjZ2hgLS1kMS9zYSM1bG5lMmRjZ2hgLS1kMS9zcw%3D%3D&l=202410151204587CA043A66F338904D9AB&btag=e00048000'}, {'language': 'fra-FR', 'downloadLink': 'https://api.apify.com/v2/key-value-stores/TMfhQUa3R7VAgQufF/records/subtitle-lancasterc-20240306115725-7343218253847629099-fra-FR', 'tiktokLink': 'https://v16m-webapp.tiktokcdn-us.com/bbe90530ffc9c1591e238a6e257d73bc/6710fd70/video/tos/useast5/tos-useast5-v-0068-tx/2aadf7c19c4749cc9be1c28d5f1ca429/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=14360&bt=7180&ds=4&ft=4KLMeMzm8Zmo0u9Vzb4jVllLdpWrKsd.&mime_type=video_mp4&qs=13&rc=Mzo7bXc5cjQ4cTMzZzczNEBpMzo7bXc5cjQ4cTMzZzczNEA1bG5lMmRjZ2hgLS1kMS9zYSM1bG5lMmRjZ2hgLS1kMS9zcw%3D%3D&l=202410151204587CA043A66F338904D9AB&btag=e00048000'}, {'language': 'ara-SA', 'downloadLink': 'https://api.apify.com/v2/key-value-stores/TMfhQUa3R7VAgQufF/records/subtitle-lancasterc-20240306115725-7343218253847629099-ara-SA', 'tiktokLink': 'https://v16m-webapp.tiktokcdn-us.com/03c91fb93bf5cd44304ebc5ecbffc100/6710fd70/video/tos/useast5/tos-useast5-v-0068-tx/9f78bd327a7346eb8bb8895239e371ff/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=14360&bt=7180&ds=4&ft=4KLMeMzm8Zmo0u9Vzb4jVllLdpWrKsd.&mime_type=video_mp4&qs=13&rc=Mzo7bXc5cjQ4cTMzZzczNEBpMzo7bXc5cjQ4cTMzZzczNEA1bG5lMmRjZ2hgLS1kMS9zYSM1bG5lMmRjZ2hgLS1kMS9zcw%3D%3D&l=202410151204587CA043A66F338904D9AB&btag=e00048000'}, {'language': 'cmn-Hans-CN', 'downloadLink': 'https://api.apify.com/v2/key-value-stores/TMfhQUa3R7VAgQufF/records/subtitle-lancasterc-20240306115725-7343218253847629099-cmn-Hans-CN', 'tiktokLink': 'https://v16m-webapp.tiktokcdn-us.com/56f20adce1955b315e305ad2143b9cd1/6710fd70/video/tos/useast5/tos-useast5-v-0068-tx/6b13691b546e4099a421a71801159492/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=14360&bt=7180&ds=4&ft=4KLMeMzm8Zmo0u9Vzb4jVllLdpWrKsd.&mime_type=video_mp4&qs=13&rc=Mzo7bXc5cjQ4cTMzZzczNEBpMzo7bXc5cjQ4cTMzZzczNEA1bG5lMmRjZ2hgLS1kMS9zYSM1bG5lMmRjZ2hgLS1kMS9zcw%3D%3D&l=202410151204587CA043A66F338904D9AB&btag=e00048000'}, {'language': 'spa-ES', 'downloadLink': 'https://api.apify.com/v2/key-value-stores/TMfhQUa3R7VAgQufF/records/subtitle-lancasterc-20240306115725-7343218253847629099-spa-ES', 'tiktokLink': 'https://v16m-webapp.tiktokcdn-us.com/073a393a320ec3237d018756b48f899d/6710fd70/video/tos/useast5/tos-useast5-v-0068-tx/9e0f893103c4464591c4d2e467df4c27/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=14360&bt=7180&ds=4&ft=4KLMeMzm8Zmo0u9Vzb4jVllLdpWrKsd.&mime_type=video_mp4&qs=13&rc=Mzo7bXc5cjQ4cTMzZzczNEBpMzo7bXc5cjQ4cTMzZzczNEA1bG5lMmRjZ2hgLS1kMS9zYSM1bG5lMmRjZ2hgLS1kMS9zcw%3D%3D&l=202410151204587CA043A66F338904D9AB&btag=e00048000'}, {'language': 'eng-US', 'downloadLink': 'https://api.apify.com/v2/key-value-stores/TMfhQUa3R7VAgQufF/records/subtitle-lancasterc-20240306115725-7343218253847629099-eng-US', 'tiktokLink': 'https://v16m-webapp.tiktokcdn-us.com/cdb8ec904164f1920ed065f00eee7909/6710fd70/video/tos/useast5/tos-useast5-v-0068-tx/d0509ea8cae046b8a55a6e8d00e21236/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=14360&bt=7180&ds=4&ft=4KLMeMzm8Zmo0u9Vzb4jVllLdpWrKsd.&mime_type=video_mp4&qs=13&rc=Mzo7bXc5cjQ4cTMzZzczNEBpMzo7bXc5cjQ4cTMzZzczNEA1bG5lMmRjZ2hgLS1kMS9zYSM1bG5lMmRjZ2hgLS1kMS9zcw%3D%3D&l=202410151204587CA043A66F338904D9AB&btag=e00048000'}, {'language': 'vie-VN', 'downloadLink': 'https://api.apify.com/v2/key-value-stores/TMfhQUa3R7VAgQufF/records/subtitle-lancasterc-20240306115725-7343218253847629099-vie-VN', 'tiktokLink': 'https://v16m-webapp.tiktokcdn-us.com/488dbb0a714a29fd3758deeba5b1f557/6710fd70/video/tos/useast5/tos-useast5-v-0068-tx/767df322d91d443c8ff1518b51e06a3b/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=14360&bt=7180&ds=4&ft=4KLMeMzm8Zmo0u9Vzb4jVllLdpWrKsd.&mime_type=video_mp4&qs=13&rc=Mzo7bXc5cjQ4cTMzZzczNEBpMzo7bXc5cjQ4cTMzZzczNEA1bG5lMmRjZ2hgLS1kMS9zYSM1bG5lMmRjZ2hgLS1kMS9zcw%3D%3D&l=202410151204587CA043A66F338904D9AB&btag=e00048000'}, {'language': 'ind-ID', 'downloadLink': 'https://api.apify.com/v2/key-value-stores/TMfhQUa3R7VAgQufF/records/subtitle-lancasterc-20240306115725-7343218253847629099-ind-ID', 'tiktokLink': 'https://v16m-webapp.tiktokcdn-us.com/536aa03203fb6e4346432ae3b86abae3/6710fd70/video/tos/useast5/tos-useast5-v-0068-tx/33e74735eaf147b992941820c9a57360/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=14360&bt=7180&ds=4&ft=4KLMeMzm8Zmo0u9Vzb4jVllLdpWrKsd.&mime_type=video_mp4&qs=13&rc=Mzo7bXc5cjQ4cTMzZzczNEBpMzo7bXc5cjQ4cTMzZzczNEA1bG5lMmRjZ2hgLS1kMS9zYSM1bG5lMmRjZ2hgLS1kMS9zcw%3D%3D&l=202410151204587CA043A66F338904D9AB&btag=e00048000'}, {'language': 'deu-DE', 'downloadLink': 'https://api.apify.com/v2/key-value-stores/TMfhQUa3R7VAgQufF/records/subtitle-lancasterc-20240306115725-7343218253847629099-deu-DE', 'tiktokLink': 'https://v16m-webapp.tiktokcdn-us.com/e087e31ea79b2f4fac3b473c8c8f63c5/6710fd70/video/tos/useast5/tos-useast5-v-0068-tx/cf1eb0abd76143af8a5d2825c16fc65e/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=14360&bt=7180&ds=4&ft=4KLMeMzm8Zmo0u9Vzb4jVllLdpWrKsd.&mime_type=video_mp4&qs=13&rc=Mzo7bXc5cjQ4cTMzZzczNEBpMzo7bXc5cjQ4cTMzZzczNEA1bG5lMmRjZ2hgLS1kMS9zYSM1bG5lMmRjZ2hgLS1kMS9zcw%3D%3D&l=202410151204587CA043A66F338904D9AB&btag=e00048000'}, {'language': 'por-PT', 'downloadLink': 'https://api.apify.com/v2/key-value-stores/TMfhQUa3R7VAgQufF/records/subtitle-lancasterc-20240306115725-7343218253847629099-por-PT', 'tiktokLink': 'https://v16m-webapp.tiktokcdn-us.com/b8adf7c766e5b2cfe007b09d265bf583/6710fd70/video/tos/useast5/tos-useast5-v-0068-tx/f78b1100dc2642a5b7d5630035064da2/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=14360&bt=7180&ds=4&ft=4KLMeMzm8Zmo0u9Vzb4jVllLdpWrKsd.&mime_type=video_mp4&qs=13&rc=Mzo7bXc5cjQ4cTMzZzczNEBpMzo7bXc5cjQ4cTMzZzczNEA1bG5lMmRjZ2hgLS1kMS9zYSM1bG5lMmRjZ2hgLS1kMS9zcw%3D%3D&l=202410151204587CA043A66F338904D9AB&btag=e00048000'}, {'language': 'ita-IT', 'downloadLink': 'https://api.apify.com/v2/key-value-stores/TMfhQUa3R7VAgQufF/records/subtitle-lancasterc-20240306115725-7343218253847629099-ita-IT', 'tiktokLink': 'https://v16m-webapp.tiktokcdn-us.com/b59bf79f0c98470b57e7cc34affcbbcb/6710fd70/video/tos/useast5/tos-useast5-v-0068-tx/15d395dc1dd740dbb44963175d543fee/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=14360&bt=7180&ds=4&ft=4KLMeMzm8Zmo0u9Vzb4jVllLdpWrKsd.&mime_type=video_mp4&qs=13&rc=Mzo7bXc5cjQ4cTMzZzczNEBpMzo7bXc5cjQ4cTMzZzczNEA1bG5lMmRjZ2hgLS1kMS9zYSM1bG5lMmRjZ2hgLS1kMS9zcw%3D%3D&l=202410151204587CA043A66F338904D9AB&btag=e00048000'}, {'language': 'jpn-JP', 'downloadLink': 'https://api.apify.com/v2/key-value-stores/TMfhQUa3R7VAgQufF/records/subtitle-lancasterc-20240306115725-7343218253847629099-jpn-JP', 'tiktokLink': 'https://v16m-webapp.tiktokcdn-us.com/a76ecba0ab5826ebf0eef390eed80ca4/6710fd70/video/tos/useast5/tos-useast5-v-0068-tx/74a6e97bd03d4a6d944feea1587b7367/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=14360&bt=7180&ds=4&ft=4KLMeMzm8Zmo0u9Vzb4jVllLdpWrKsd.&mime_type=video_mp4&qs=13&rc=Mzo7bXc5cjQ4cTMzZzczNEBpMzo7bXc5cjQ4cTMzZzczNEA1bG5lMmRjZ2hgLS1kMS9zYSM1bG5lMmRjZ2hgLS1kMS9zcw%3D%3D&l=202410151204587CA043A66F338904D9AB&btag=e00048000'}]"
1024,576,21,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-euttp/ocHeqLhfAQRj8GdtQaqG1fWJw9IIGOBegCEaIc?lk3s=b59d6b55&x-expires=1729166400&x-signature=bVx14ITn4uDaHfdktxYXalINcCc%3D&shp=b59d6b55&shcp=-,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-euttp/ocHeqLhfAQRj8GdtQaqG1fWJw9IIGOBegCEaIc?lk3s=b59d6b55&x-expires=1729166400&x-signature=bVx14ITn4uDaHfdktxYXalINcCc%3D&shp=b59d6b55&shcp=-,540p,mp4,
1024,576,22,https://p19-pu-sign-useast8.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/fca01766fde04250a5e97263d64cc0d4_1728872438?lk3s=b59d6b55&x-expires=1729166400&x-signature=oMUfC4xMG0BdwjyMg6tX%2FZSHH70%3D&shp=b59d6b55&shcp=-,https://p19-pu-sign-useast8.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/fca01766fde04250a5e97263d64cc0d4_1728872438?lk3s=b59d6b55&x-expires=1729166400&x-signature=oMUfC4xMG0BdwjyMg6tX%2FZSHH70%3D&shp=b59d6b55&shcp=-,540p,mp4,
1024,576,11,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/70845fa44b42439298d6bfad00939096?lk3s=b59d6b55&x-expires=1729166400&x-signature=5cIIFzWhkce47fGVizq7uG2XDus%3D&shp=b59d6b55&shcp=-,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/70845fa44b42439298d6bfad00939096?lk3s=b59d6b55&x-expires=1729166400&x-signature=5cIIFzWhkce47fGVizq7uG2XDus%3D&shp=b59d6b55&shcp=-,540p,mp4,
1024,576,33,https://p16-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/oUIaQADARjgDA4DnAFAhfAfouawE3EAgSWUWCx~tplv-dmt-logom:tos-useast5-i-0068-tx/okIRaSnAUrGcZ28NDDEG4DFAQAAC5gftEREAfr.image?lk3s=b59d6b55&x-expires=1729166400&x-signature=w7JF4QupR0Zg5gWBGfbCtc3xyxw%3D&shp=b59d6b55&shcp=-,https://p16-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/oUIaQADARjgDA4DnAFAhfAfouawE3EAgSWUWCx~tplv-dmt-logom:tos-useast5-i-0068-tx/okIRaSnAUrGcZ28NDDEG4DFAQAAC5gftEREAfr.image?lk3s=b59d6b55&x-expires=1729166400&x-signature=w7JF4QupR0Zg5gWBGfbCtc3xyxw%3D&shp=b59d6b55&shcp=-,540p,mp4,
